ApplicantIncome,CoapplicantIncome,Loan_Amount_Term,Credit_History,Loan_Status,LoanAmount_log,Gender_Female,Gender_Male,Married_No,Married_Yes,Dependents_3,Dependents_0,Dependents_1,Dependents_2,Education_Graduate,Education_Not Graduate,Self_Employed_No,Self_Employed_Yes,Property_Area_Rural,Property_Area_Semiurban,Property_Area_Urban
6050,4333.0,180.0,1.0,0,4.787491742782046,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1
9703,0.0,360.0,1.0,1,4.718498871295094,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1
6608,0.0,180.0,1.0,1,4.919980925828125,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1
2882,1843.0,480.0,1.0,1,4.812184355372417,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0
1809,1868.0,360.0,1.0,1,4.499809670330265,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1
1668,3890.0,360.0,0.0,0,5.303304908059076,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0
3427,0.0,360.0,1.0,0,4.927253685157205,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1
2583,2167.0,360.0,1.0,1,4.6443908991413725,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0
2661,7101.0,180.0,1.0,1,5.631211781821365,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0
16250,0.0,360.0,0.0,0,5.2574953720277815,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1
3083,0.0,360.0,1.0,1,5.541263545158426,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0
6045,0.0,360.0,0.0,0,4.74493212836325,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0
5250,0.0,360.0,1.0,0,4.543294782270004,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1
14683,2100.0,360.0,1.0,0,5.717027701406222,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0
4931,0.0,360.0,1.0,0,4.852030263919617,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0
6083,4250.0,360.0,1.0,1,5.799092654460526,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1
2060,2209.0,360.0,1.0,1,4.897839799950911,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0
3481,0.0,36.0,1.0,0,5.043425116919247,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0
7200,0.0,360.0,1.0,1,4.787491742782046,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0
5166,0.0,360.0,1.0,1,4.852030263919617,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0
4095,3447.0,360.0,1.0,1,5.017279836814924,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0
4708,1387.0,360.0,1.0,1,5.0106352940962555,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0
4333,1811.0,360.0,0.0,1,5.075173815233827,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1
3418,0.0,360.0,1.0,0,4.90527477843843,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0
2876,1560.0,360.0,1.0,1,4.499809670330265,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1
3237,0.0,360.0,1.0,1,3.4011973816621555,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1
11146,0.0,360.0,1.0,1,4.912654885736052,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1
2833,1857.0,360.0,1.0,1,4.836281906951478,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0
2620,2223.0,360.0,1.0,1,5.0106352940962555,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0
3900,0.0,360.0,1.0,1,4.499809670330265,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0
2750,1842.0,360.0,1.0,1,4.74493212836325,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0
3993,3274.0,360.0,1.0,1,5.332718793265369,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0
3103,1300.0,360.0,1.0,1,4.382026634673881,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1
14583,0.0,360.0,1.0,1,6.077642243349034,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0
4100,0.0,360.0,1.0,1,4.820281565605037,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0
4053,2426.0,360.0,0.0,0,5.062595033026967,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1
3927,800.0,360.0,1.0,1,4.718498871295094,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0
2301,985.7999877999998,180.0,1.0,1,4.356708826689592,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1
1811,1666.0,360.0,1.0,1,3.9889840465642745,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1
20667,0.0,360.0,1.0,0,4.852030263919617,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0
3158,3053.0,360.0,1.0,1,4.48863636973214,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0
2600,1717.0,300.0,1.0,0,4.59511985013459,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0
3704,2000.0,360.0,1.0,1,4.787491742782046,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0
4124,0.0,360.0,1.0,1,4.74493212836325,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0
9508,0.0,360.0,1.0,1,5.231108616854587,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0
3075,2416.0,360.0,1.0,1,4.9344739331306915,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0
4400,0.0,360.0,0.0,0,4.844187086458591,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0
3153,1560.0,360.0,1.0,1,4.897839799950911,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1
5417,0.0,480.0,0.0,0,4.962844630259907,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1
2383,3334.0,360.0,1.0,1,5.147494476813453,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0
4416,1250.0,360.0,1.0,1,4.700480365792417,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1
6875,0.0,360.0,1.0,1,5.298317366548036,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0
4666,0.0,360.0,1.0,1,4.90527477843843,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1
5000,2541.0,480.0,1.0,0,5.017279836814924,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0
2014,2925.0,360.0,1.0,0,4.727387818712341,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1
1800,2934.0,360.0,0.0,0,4.532599493153256,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1
2875,1750.0,360.0,1.0,1,4.653960350157523,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0
5000,0.0,360.0,1.0,1,4.882801922586371,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0
1625,1803.0,360.0,1.0,1,4.564348191467836,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1
4000,2500.0,360.0,1.0,1,4.941642422609304,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0
2000,0.0,360.0,1.0,0,4.852030263919617,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1
3762,1666.0,360.0,1.0,1,4.90527477843843,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0
2400,1863.0,360.0,0.0,0,4.6443908991413725,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1
20233,0.0,360.0,1.0,0,6.173786103901937,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0
7667,0.0,360.0,1.0,1,5.220355825078324,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0
2917,0.0,360.0,1.0,1,4.430816798843313,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0
2927,2405.0,360.0,1.0,1,4.709530201312334,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0
2507,0.0,360.0,1.0,1,4.02535169073515,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0
5746,0.0,84.0,1.0,1,4.969813299576001,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0
2473,1843.0,360.0,1.0,0,5.0689042022202315,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0
3399,1640.0,180.0,1.0,1,4.709530201312334,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1
3717,0.0,360.0,1.0,1,4.787491742782046,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0
2058,2134.0,360.0,1.0,1,4.477336814478207,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1
3541,0.0,360.0,1.0,1,4.718498871295094,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0
10000,0.0,360.0,1.0,0,5.043425116919247,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0
2400,2167.0,360.0,1.0,1,4.74493212836325,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0
4342,189.0,360.0,1.0,1,4.820281565605037,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0
3601,1590.0,360.0,1.0,1,4.852030263919617,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0
3166,2985.0,360.0,1.0,1,4.882801922586371,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0
15000,0.0,360.0,1.0,1,5.703782474656201,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0
8666,4983.0,360.0,0.0,0,5.929589143389895,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0
4917,0.0,360.0,0.0,1,4.867534450455582,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0
5818,2160.0,360.0,1.0,1,5.214935757608986,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0
4333,2451.0,360.0,1.0,0,4.700480365792417,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1
2500,0.0,360.0,1.0,1,4.204692619390966,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1
4384,1793.0,360.0,1.0,1,4.762173934797756,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1
2935,0.0,360.0,1.0,1,4.584967478670572,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0
2833,0.0,360.0,1.0,1,4.2626798770413155,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1
63337,0.0,180.0,1.0,1,6.194405391104672,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1
9833,1833.0,180.0,1.0,1,5.204006687076795,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1
5503,4490.0,360.0,1.0,1,4.248495242049359,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0
5250,688.0,360.0,1.0,1,5.075173815233827,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0
2500,4600.0,360.0,1.0,1,5.170483995038151,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0
1830,0.0,360.0,0.0,0,4.852030263919617,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1
4160,0.0,360.0,1.0,1,4.2626798770413155,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0
2647,1587.0,360.0,1.0,0,5.153291594497779,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0
2378,0.0,360.0,1.0,0,3.828641396489095,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0
4554,1229.0,360.0,1.0,1,5.062595033026967,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1
3173,0.0,360.0,1.0,1,4.30406509320417,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0
2583,2330.0,360.0,1.0,1,4.8283137373023015,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0
2499,2458.0,360.0,1.0,1,5.075173815233827,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0
3523,3230.0,360.0,0.0,0,5.0238805208462765,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0
3083,2168.0,360.0,1.0,1,4.836281906951478,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1
6333,4583.0,360.0,1.0,1,5.556828061699537,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0
2625,6250.0,360.0,1.0,1,5.231108616854587,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0
9083,0.0,360.0,1.0,1,5.429345628954441,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0
8750,4167.0,360.0,1.0,0,5.730099782973574,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0
2666,2083.0,360.0,1.0,1,4.553876891600541,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0
5500,0.0,360.0,0.0,0,4.653960350157523,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0
2423,505.0,360.0,1.0,1,4.867534450455582,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0
3813,0.0,180.0,1.0,1,4.7535901911063645,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1
8333,3167.0,360.0,1.0,1,5.10594547390058,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0
3875,0.0,360.0,1.0,0,4.204692619390966,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1
3000,1666.0,480.0,0.0,0,4.605170185988092,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1
5167,3167.0,360.0,1.0,1,5.298317366548036,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0
4723,0.0,360.0,1.0,0,4.394449154672439,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0
5000,3667.0,360.0,1.0,1,5.4638318050256105,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0
4750,2333.0,360.0,1.0,1,4.867534450455582,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1
3013,3033.0,300.0,1.0,1,4.553876891600541,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1
6822,0.0,360.0,1.0,1,4.948759890378168,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0
6216,0.0,360.0,1.0,0,4.890349128221754,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0
2500,0.0,480.0,1.0,0,4.564348191467836,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0
5124,0.0,360.0,0.0,0,4.820281565605037,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0
6325,0.0,360.0,1.0,1,5.1647859739235145,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0
19730,5266.0,360.0,1.0,0,6.345636360828596,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0
15759,0.0,360.0,1.0,1,4.007333185232471,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0
5185,0.0,360.0,1.0,1,5.043425116919247,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0
9323,7873.0,300.0,1.0,1,5.940171252720432,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0
3062,1987.0,180.0,0.0,0,4.709530201312334,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1
2764,1459.0,360.0,1.0,1,4.700480365792417,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1
4817,923.0,180.0,1.0,1,4.787491742782046,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1
8750,4996.0,360.0,1.0,1,4.867534450455582,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0
4310,0.0,360.0,1.0,1,4.867534450455582,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0
3069,0.0,480.0,1.0,0,4.2626798770413155,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1
5391,0.0,360.0,1.0,1,4.867534450455582,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1
3333,2500.0,360.0,1.0,1,4.852030263919617,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0
5941,4232.0,360.0,1.0,1,5.69035945432406,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0
6000,0.0,360.0,1.0,1,5.049856007249537,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1
7167,0.0,360.0,1.0,1,4.852030263919617,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1
4566,0.0,360.0,1.0,0,4.605170185988092,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1
3667,0.0,180.0,1.0,1,4.727387818712341,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1
2346,1600.0,360.0,1.0,1,4.882801922586371,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0
3010,3136.0,360.0,0.0,0,4.852030263919617,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1
2333,2417.0,360.0,1.0,1,4.912654885736052,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1
5488,0.0,360.0,1.0,1,4.8283137373023015,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0
9167,0.0,360.0,1.0,1,5.220355825078324,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0
9504,0.0,360.0,1.0,1,5.616771097666572,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0
2583,2115.0,360.0,1.0,1,4.787491742782046,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1
1993,1625.0,180.0,1.0,1,4.727387818712341,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0
3100,1400.0,360.0,1.0,1,4.727387818712341,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1
3276,484.0,360.0,1.0,1,4.90527477843843,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0
3180,0.0,360.0,0.0,0,4.2626798770413155,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1
3033,1459.0,360.0,1.0,1,4.553876891600541,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1
3902,1666.0,360.0,1.0,1,4.6913478822291435,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0
1500,1800.0,360.0,0.0,0,4.634728988229636,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0
2889,0.0,180.0,0.0,0,3.8066624897703196,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1
2755,0.0,300.0,1.0,0,4.174387269895637,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0
2500,20000.0,360.0,1.0,1,4.634728988229636,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0
1963,0.0,360.0,1.0,1,3.970291913552122,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0
7441,0.0,360.0,1.0,0,5.267858159063328,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0
4547,0.0,360.0,1.0,1,4.74493212836325,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0
2167,2400.0,360.0,1.0,1,4.74493212836325,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1
2213,0.0,360.0,1.0,1,4.189654742026425,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0
8300,0.0,300.0,0.0,0,5.0238805208462765,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0
81000,0.0,360.0,0.0,0,5.886104031450156,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0
3867,0.0,360.0,1.0,0,4.127134385045092,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0
6256,0.0,360.0,1.0,1,5.075173815233827,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1
6096,0.0,360.0,0.0,0,5.384495062789089,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0
2253,2033.0,360.0,1.0,1,4.700480365792417,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0
2149,3237.0,360.0,0.0,0,5.181783550292085,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0
2995,0.0,360.0,1.0,1,4.0943445622221,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1
2600,0.0,360.0,1.0,0,5.075173815233827,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1
1600,20000.0,360.0,1.0,0,5.476463551931511,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1
1025,2773.0,360.0,1.0,1,4.718498871295094,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0
3246,1417.0,360.0,1.0,1,4.927253685157205,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0
5829,0.0,360.0,1.0,1,4.927253685157205,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0
2720,0.0,360.0,0.0,0,4.382026634673881,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1
1820,1719.0,360.0,1.0,1,4.605170185988092,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1
7250,1667.0,360.0,0.0,0,4.700480365792417,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1
14880,0.0,360.0,1.0,1,4.564348191467836,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0
2666,4300.0,360.0,1.0,1,4.795790545596741,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0
4606,0.0,360.0,1.0,0,4.394449154672439,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0
5935,0.0,360.0,1.0,1,4.890349128221754,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0
2920,16.12000084,360.0,1.0,1,4.465908118654584,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0
2717,0.0,180.0,1.0,1,4.0943445622221,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1
8624,0.0,360.0,1.0,1,5.0106352940962555,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0
6500,0.0,360.0,0.0,0,4.653960350157523,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0
12876,0.0,360.0,1.0,1,6.003887067106539,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0
2425,2340.0,360.0,1.0,1,4.962844630259907,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0
3750,0.0,360.0,1.0,1,4.605170185988092,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1
10047,0.0,240.0,1.0,1,4.852030263919617,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0
1926,1851.0,360.0,1.0,1,3.912023005428146,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0
2213,1125.0,360.0,1.0,1,4.852030263919617,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1
10416,0.0,360.0,0.0,0,5.231108616854587,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1
7142,0.0,360.0,1.0,1,4.927253685157205,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0
3660,5064.0,360.0,1.0,1,5.231108616854587,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0
7901,1833.0,360.0,1.0,1,5.19295685089021,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0
4707,1993.0,360.0,1.0,1,4.997212273764115,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0
37719,0.0,360.0,1.0,1,5.0238805208462765,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0
7333,8333.0,300.0,1.0,1,5.1647859739235145,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0
3466,1210.0,360.0,1.0,1,4.867534450455582,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0
4652,0.0,360.0,1.0,1,4.700480365792417,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0
3539,1376.0,360.0,1.0,0,4.007333185232471,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0
3340,1710.0,360.0,0.0,0,5.0106352940962555,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0
2769,1542.0,360.0,1.0,0,5.247024072160486,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0
2309,1255.0,360.0,0.0,0,4.8283137373023015,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0
1958,1456.0,300.0,1.0,1,4.0943445622221,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1
3948,1733.0,360.0,0.0,0,5.003946305945459,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0
2483,2466.0,180.0,0.0,1,4.499809670330265,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0
7085,0.0,360.0,1.0,1,4.430816798843313,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0
3859,0.0,360.0,1.0,1,4.564348191467836,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0
4301,0.0,360.0,1.0,1,4.770684624465665,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1
3708,2569.0,360.0,1.0,0,5.153291594497779,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1
4354,0.0,360.0,1.0,1,4.912654885736052,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0
8334,0.0,360.0,1.0,0,5.075173815233827,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0
2083,4083.0,360.0,1.0,1,5.075173815233827,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0
7740,0.0,180.0,1.0,1,4.852030263919617,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1
3015,2188.0,360.0,1.0,1,5.030437921392435,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0
5191,0.0,360.0,1.0,1,4.882801922586371,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0
4166,0.0,360.0,0.0,0,4.584967478670572,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0
6000,0.0,360.0,1.0,1,4.941642422609304,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0
2947,1664.0,180.0,0.0,0,4.248495242049359,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1
16692,0.0,360.0,1.0,1,4.700480365792417,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0
210,2917.0,360.0,1.0,1,4.584967478670572,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0
4333,2451.0,360.0,1.0,0,4.700480365792417,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1
3450,2079.0,360.0,1.0,1,5.087596335232384,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0
2653,1500.0,180.0,0.0,0,4.727387818712341,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0
4691,0.0,360.0,1.0,1,4.605170185988092,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0
2500,0.0,360.0,1.0,1,4.532599493153256,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1
5532,4648.0,360.0,1.0,1,5.087596335232384,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0
16525,1014.0,360.0,1.0,1,5.0106352940962555,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0
6700,1750.0,300.0,1.0,1,5.438079308923196,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0
2873,1872.0,360.0,0.0,0,4.882801922586371,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0
16667,2250.0,360.0,1.0,1,4.454347296253507,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0
2947,1603.0,360.0,1.0,0,4.852030263919617,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1
4350,0.0,360.0,1.0,1,5.0369526024136295,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0
3095,0.0,360.0,1.0,1,4.727387818712341,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0
2083,3150.0,360.0,1.0,1,4.852030263919617,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0
10833,0.0,360.0,1.0,1,5.455321115357702,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0
8333,0.0,360.0,1.0,1,5.5053315359323625,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0
1958,2436.0,360.0,1.0,1,4.875197323201151,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0
3547,0.0,360.0,0.0,0,4.382026634673881,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0
18333,0.0,360.0,1.0,0,6.214608098422191,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1
4583,2083.0,360.0,1.0,1,5.075173815233827,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0
2435,0.0,360.0,1.0,0,4.31748811353631,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1
2699,2785.0,360.0,1.0,1,4.564348191467836,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0
5333,1131.0,360.0,1.0,1,5.225746673713202,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1
3691,0.0,360.0,1.0,1,4.700480365792417,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0
