Credit_History,Loan_Status,LoanAmount_log,Gender_Female,Gender_Male,Married_No,Married_Yes,Dependents_3,Dependents_0,Dependents_1,Dependents_2,Education_Graduate,Education_Not Graduate,Self_Employed_No,Self_Employed_Yes,Property_Area_Rural,Property_Area_Semiurban,Property_Area_Urban,Total_Income_log,EMI,Balance Income
1.0,1,4.499809670330265,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,8.536995818712418,0.25,4850.0
0.0,1,5.111987788356544,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,8.5016733797582,0.46111111111111114,4461.888888888889
1.0,0,4.852030263919617,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,8.292047637431354,0.7111111111111111,3280.8888888888887
1.0,1,4.90527477843843,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,8.430109084509125,0.375,4208.0
1.0,1,4.820281565605037,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,8.27308133366583,0.34444444444444444,3572.5555555555557
1.0,1,4.787491742782046,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,8.391176350832751,0.3333333333333333,4074.6666666666665
1.0,1,4.382026634673881,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,8.084562415235304,0.2222222222222222,3021.777777777778
1.0,1,4.007333185232471,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,8.780480107033297,0.1527777777777778,6353.222222222223
1.0,1,4.07753744390572,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,7.8156105320351905,0.1638888888888889,2315.1111111111113
1.0,0,4.844187086458591,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,8.136810863675537,0.3527777777777778,3065.222222222222
1.0,0,5.365976015021851,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,9.210340371976184,0.5944444444444444,9405.555555555555
0.0,0,4.852030263919617,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,8.451053388911692,0.35555555555555557,4324.444444444444
1.0,1,5.480638923341991,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,8.960210955576986,0.6666666666666666,7120.333333333333
1.0,1,4.867534450455582,0,1,0,1,1,0,0,0,0,1,0,1,1,0,0,8.648747631156539,0.3611111111111111,5341.888888888889
1.0,1,4.919980925828125,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,8.731336360533149,0.38055555555555554,5813.444444444444
1.0,1,4.605170185988092,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,8.483222671845084,0.2777777777777778,4555.222222222223
1.0,0,4.90527477843843,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,7.575584651557793,0.375,1575.0
1.0,1,4.875197323201151,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,8.61286694148452,0.3638888888888889,5138.111111111111
0.0,0,4.276666119016055,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,8.517193191416238,0.2,4800.0
1.0,1,4.844187086458591,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,8.804775258867686,0.3527777777777778,6313.222222222223
0.0,0,4.0943445622221,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,7.7057128238944275,0.16666666666666666,2054.3333333333335
1.0,1,4.7535901911063645,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,8.65277248565806,0.32222222222222224,5403.777777777777
1.0,1,4.969813299576001,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,8.659039915644474,0.4,5362.0
1.0,1,5.1647859739235145,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,9.058121158998672,0.4861111111111111,8101.888888888889
1.0,1,4.852030263919617,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,8.740336742730447,0.35555555555555557,5894.444444444444
1.0,0,5.135798437050262,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,8.086410275323782,0.4722222222222222,2777.777777777778
1.0,0,4.927253685157205,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,8.462737005620179,0.38333333333333336,4351.666666666667
1.0,1,5.3471075307174685,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,8.980298078970817,0.5833333333333334,7361.666666666667
1.0,1,5.062595033026967,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,8.467582690862903,0.32916666666666666,4428.833333333333
1.0,1,5.298317366548036,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,8.764053269347762,0.5555555555555556,5844.444444444444
1.0,1,4.6443908991413725,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,8.421783006611578,0.28888888888888886,4256.111111111111
1.0,1,3.7376696182833684,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,8.22040309993373,0.23333333333333334,3482.6666666666665
1.0,1,4.787491742782046,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,8.663369301573839,0.3333333333333333,5453.666666666667
1.0,1,5.634789603169249,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,9.027978814382207,0.7777777777777778,7555.222222222223
1.0,1,4.941642422609304,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,8.503905297089302,0.3888888888888889,4545.111111111111
1.0,1,5.135798437050262,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,8.81877816903701,0.4722222222222222,6287.777777777777
1.0,0,5.541263545158426,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,8.656259239539235,0.7083333333333334,5037.666666666667
1.0,1,4.804021044733257,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,8.149890544402423,0.3388888888888889,3124.1111111111113
1.0,1,4.718498871295094,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,8.245909264774093,0.3111111111111111,3500.8888888888887
1.0,1,4.564348191467836,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,8.106212902619962,0.26666666666666666,3048.3333333333335
1.0,1,4.787491742782046,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,9.289059126687574,0.3333333333333333,10485.666666666666
1.0,0,4.941642422609304,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,8.41027590907016,0.7777777777777778,3715.222222222222
1.0,1,5.043425116919247,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,9.067162602299854,2.5833333333333335,6082.666666666666
1.0,1,4.68213122712422,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,8.92930284224307,0.3,7250.0
1.0,1,4.812184355372417,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,8.96482339168508,0.3416666666666667,7481.333333333333
1.0,0,4.787491742782046,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,9.247925132303454,0.6666666666666666,9716.333333333334
1.0,1,4.718498871295094,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,9.1801903950253,0.3111111111111111,9391.888888888889
1.0,1,4.919980925828125,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,8.796036315200814,0.7611111111111111,5846.888888888889
1.0,1,4.812184355372417,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,8.460622839927844,0.25625,4468.75
1.0,1,4.499809670330265,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,8.209852481301272,0.25,3427.0
0.0,0,5.303304908059076,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,8.62299361030245,0.5583333333333333,4999.666666666667
1.0,0,4.927253685157205,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,8.139440521874608,0.38333333333333336,3043.6666666666665
1.0,1,4.6443908991413725,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,8.465899897028686,0.28888888888888886,4461.111111111111
1.0,1,5.631211781821365,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,9.186252576447092,1.55,8212.0
0.0,0,5.2574953720277815,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,9.695848187757884,0.5333333333333333,15716.666666666666
1.0,1,5.541263545158426,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,8.03365842788615,0.7083333333333334,2374.6666666666665
0.0,0,4.74493212836325,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,8.706986763048892,0.3194444444444444,5725.555555555556
1.0,0,4.543294782270004,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,8.565983355585669,0.2611111111111111,4988.888888888889
1.0,0,5.717027701406222,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,9.72812174830818,0.8444444444444444,15938.555555555555
1.0,0,4.852030263919617,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,8.503297086224126,0.35555555555555557,4575.444444444444
1.0,1,5.799092654460526,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,9.243097936214355,0.9166666666666666,9416.333333333334
1.0,1,4.897839799950911,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,8.359134886757962,0.37222222222222223,3896.777777777778
1.0,0,5.043425116919247,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,8.15507488781144,4.305555555555555,-824.5555555555557
1.0,1,4.787491742782046,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,8.881836305004146,0.3333333333333333,6866.666666666667
1.0,1,4.852030263919617,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,8.549853973655786,0.35555555555555557,4810.444444444444
1.0,1,5.017279836814924,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,8.928242677818302,0.41944444444444445,7122.555555555556
1.0,1,5.0106352940962555,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,8.715224041915372,0.4166666666666667,5678.333333333333
0.0,1,5.075173815233827,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,8.723231274827508,0.4444444444444444,5699.555555555556
1.0,0,4.90527477843843,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,8.136810863675537,0.375,3043.0
1.0,1,4.499809670330265,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,8.397508348470257,0.25,4186.0
1.0,1,3.4011973816621555,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,8.082402253926244,0.08333333333333333,3153.6666666666665
1.0,1,4.912654885736052,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,9.318835968129482,0.37777777777777777,10768.222222222223
1.0,1,4.836281906951478,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,8.453187861440325,0.35,4340.0
1.0,1,5.0106352940962555,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,8.48528964240323,0.4166666666666667,4426.333333333333
1.0,1,4.499809670330265,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,8.268731832117737,0.25,3650.0
1.0,1,4.74493212836325,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,8.432070937999402,0.3194444444444444,4272.555555555556
1.0,1,5.332718793265369,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,8.891098830616636,0.575,6692.0
1.0,1,4.382026634673881,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,8.390041405755754,0.2222222222222222,4180.777777777777
1.0,1,6.077642243349034,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,9.587611745713565,1.211111111111111,13371.888888888889
1.0,1,4.820281565605037,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,8.318742252692399,0.34444444444444444,3755.5555555555557
0.0,0,5.062595033026967,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,8.776321456449958,0.4388888888888889,6040.111111111111
1.0,1,4.718498871295094,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,8.461046030793236,0.3111111111111111,4415.888888888889
1.0,1,4.356708826689592,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,8.097669722345216,0.43333333333333335,2853.4666544666666
1.0,1,3.9889840465642745,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,8.153925132007862,0.15,3327.0
1.0,0,4.852030263919617,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,9.936293504261306,0.35555555555555557,20311.444444444445
1.0,1,4.48863636973214,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,8.734077192559303,0.24722222222222223,5963.777777777777
1.0,0,4.59511985013459,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,8.370315995555478,0.33,3987.0
1.0,1,4.787491742782046,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,8.648922962094131,0.3333333333333333,5370.666666666667
1.0,1,4.74493212836325,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,8.32457884513685,0.3194444444444444,3804.5555555555557
1.0,1,5.231108616854587,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,9.159888828480085,0.5194444444444445,8988.555555555555
1.0,1,4.9344739331306915,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,8.610865667278873,0.3861111111111111,5104.888888888889
0.0,0,4.844187086458591,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,8.389359819906353,0.3527777777777778,4047.222222222222
1.0,1,4.897839799950911,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,8.45807992692373,0.37222222222222223,4340.777777777777
0.0,0,4.962844630259907,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,8.597297435657898,0.29791666666666666,5119.083333333333
1.0,1,5.147494476813453,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,8.651199471263972,0.4777777777777778,5239.222222222223
1.0,1,4.700480365792417,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,8.642238680390461,0.3055555555555556,5360.444444444444
1.0,1,5.298317366548036,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,8.835646922534773,0.5555555555555556,6319.444444444444
1.0,1,4.90527477843843,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,8.448057452581375,0.375,4291.0
1.0,0,5.017279836814924,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,8.928110078202646,0.3145833333333333,7226.416666666667
1.0,0,4.727387818712341,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,8.504918160540624,0.3138888888888889,4625.111111111111
0.0,0,4.532599493153256,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,8.46252579007393,0.25833333333333336,4475.666666666667
1.0,1,4.653960350157523,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,8.439231649946526,0.2916666666666667,4333.333333333333
1.0,1,4.882801922586371,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,8.517193191416238,0.36666666666666664,4633.333333333333
1.0,1,4.564348191467836,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,8.13973227971767,0.26666666666666666,3161.3333333333335
1.0,1,4.941642422609304,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,8.779557455883728,0.3888888888888889,6111.111111111111
1.0,0,4.852030263919617,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,7.600902459542082,0.35555555555555557,1644.4444444444443
1.0,1,4.90527477843843,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,8.59932602095476,0.375,5053.0
0.0,0,4.6443908991413725,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,8.35772841676521,0.28888888888888886,3974.1111111111113
1.0,0,6.173786103901937,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,9.915070213779195,1.3333333333333333,18899.666666666668
1.0,1,5.220355825078324,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,8.944680683558895,0.5138888888888888,7153.111111111111
1.0,1,4.430816798843313,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,7.978310969867722,0.23333333333333334,2683.6666666666665
1.0,1,4.709530201312334,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,8.5814816812986,0.30833333333333335,5023.666666666667
1.0,1,4.02535169073515,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,7.826842098158293,0.15555555555555556,2351.4444444444443
1.0,1,4.969813299576001,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,8.656259239539235,1.7142857142857142,4031.714285714286
1.0,0,5.0689042022202315,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,8.370084326378025,0.44166666666666665,3874.3333333333335
1.0,1,4.709530201312334,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,8.524962928680598,0.6166666666666667,4422.333333333333
1.0,1,4.787491742782046,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,8.220672170297252,0.3333333333333333,3383.6666666666665
1.0,1,4.477336814478207,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,8.340933226000878,0.24444444444444444,3947.5555555555557
1.0,1,4.718498871295094,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,8.172164452111904,0.3111111111111111,3229.8888888888887
1.0,0,5.043425116919247,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,9.210340371976184,0.4305555555555556,9569.444444444445
1.0,1,4.74493212836325,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,8.426611813185,0.3194444444444444,4247.555555555556
1.0,1,4.820281565605037,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,8.418697944667139,0.34444444444444444,4186.555555555556
1.0,1,4.852030263919617,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,8.55468163582723,0.35555555555555557,4835.444444444444
1.0,1,4.882801922586371,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,8.724369949208368,0.36666666666666664,5784.333333333333
1.0,1,5.703782474656201,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,9.615805480084347,0.8333333333333334,14166.666666666666
0.0,0,5.929589143389895,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,9.521421537856195,1.0444444444444445,12604.555555555555
0.0,1,4.867534450455582,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,8.50045386741194,0.3611111111111111,4555.888888888889
1.0,1,5.214935757608986,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,8.984443032465352,0.5111111111111111,7466.888888888889
1.0,0,4.700480365792417,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,8.822322177471738,0.3055555555555556,6478.444444444444
1.0,1,4.204692619390966,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,7.824046010856292,0.18611111111111112,2313.8888888888887
1.0,1,4.762173934797756,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,8.728587995695898,0.325,5852.0
1.0,1,4.584967478670572,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,7.984462732262196,0.2722222222222222,2662.777777777778
1.0,1,4.2626798770413155,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,7.949091499830517,0.19722222222222222,2635.777777777778
1.0,1,6.194405391104672,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,11.05622495553552,2.7222222222222223,60614.77777777778
1.0,1,5.204006687076795,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,9.364433907313582,1.011111111111111,10654.888888888889
1.0,1,4.248495242049359,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,9.209640126861789,0.19444444444444445,9798.555555555555
1.0,1,5.075173815233827,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,8.689127655323706,0.4444444444444444,5493.555555555556
1.0,1,5.170483995038151,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,8.867850063029406,0.4888888888888889,6611.111111111111
0.0,0,4.852030263919617,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,7.512071245835466,0.35555555555555557,1474.4444444444443
1.0,1,4.2626798770413155,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,8.333270353255308,0.19722222222222222,3962.777777777778
1.0,0,5.153291594497779,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,8.350902451694811,0.48055555555555557,3753.4444444444443
1.0,0,3.828641396489095,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,7.774015077250727,0.12777777777777777,2250.222222222222
1.0,1,5.062595033026967,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,8.662677858158219,0.4388888888888889,5344.111111111111
1.0,1,4.30406509320417,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,8.062432791583195,0.20555555555555555,2967.4444444444443
1.0,1,4.8283137373023015,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,8.499640032168648,0.3472222222222222,4565.777777777777
1.0,1,5.075173815233827,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,8.508555998020574,0.4444444444444444,4512.555555555556
0.0,0,5.0238805208462765,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,8.817742129574842,0.4222222222222222,6330.777777777777
1.0,1,4.836281906951478,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,8.566173813637858,0.35,4901.0
1.0,1,5.556828061699537,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,9.29798488182823,0.7194444444444444,10196.555555555555
1.0,1,5.231108616854587,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,9.090993614343617,0.5194444444444445,8355.555555555555
1.0,1,5.429345628954441,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,9.114159813502214,0.6333333333333333,8449.666666666666
1.0,0,5.730099782973574,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,9.466299552232016,0.8555555555555555,12061.444444444445
1.0,1,4.553876891600541,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,8.465689348549121,0.2638888888888889,4485.111111111111
0.0,0,4.653960350157523,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,8.612503371220562,0.2916666666666667,5208.333333333333
1.0,1,4.867534450455582,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,7.982074875081202,0.3611111111111111,2566.8888888888887
1.0,1,4.7535901911063645,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,8.246171559857563,0.6444444444444445,3168.5555555555557
1.0,1,5.10594547390058,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,9.350102314351341,0.4583333333333333,11041.666666666666
1.0,0,4.204692619390966,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,8.262300941787448,0.18611111111111112,3688.8888888888887
0.0,0,4.605170185988092,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,8.448057452581375,0.20833333333333334,4457.666666666667
1.0,1,5.298317366548036,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,9.0280988119824,0.5555555555555556,7778.444444444444
1.0,0,4.394449154672439,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,8.460199469896118,0.225,4498.0
1.0,1,5.4638318050256105,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,9.067277989134345,0.6555555555555556,8011.444444444444
1.0,1,4.867534450455582,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,8.865452825753623,0.3611111111111111,6721.888888888889
1.0,1,4.553876891600541,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,8.707152175339404,0.31666666666666665,5729.333333333333
1.0,1,4.948759890378168,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,8.82790796297859,0.39166666666666666,6430.333333333333
1.0,0,4.890349128221754,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,8.734881892047483,0.36944444444444446,5846.555555555556
1.0,0,4.564348191467836,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,7.824046010856292,0.2,2300.0
0.0,0,4.820281565605037,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,8.541690663016626,0.34444444444444444,4779.555555555556
1.0,1,5.1647859739235145,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,8.752265313595721,0.4861111111111111,5838.888888888889
1.0,0,6.345636360828596,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,10.126471091048971,1.5833333333333333,23412.666666666668
1.0,1,4.007333185232471,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,9.665166909622071,0.1527777777777778,15606.222222222223
1.0,1,5.043425116919247,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,8.553525120663627,0.4305555555555556,4754.444444444444
1.0,1,5.940171252720432,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,9.752432077616172,1.2666666666666666,15929.333333333334
0.0,0,4.709530201312334,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,8.526945482858915,0.6166666666666667,4432.333333333333
1.0,1,4.700480365792417,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,8.348301054933943,0.3055555555555556,3917.4444444444443
1.0,1,4.787491742782046,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,8.655214489313613,0.6666666666666666,5073.333333333333
1.0,1,4.867534450455582,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,9.52850315168155,0.3611111111111111,13384.888888888889
1.0,1,4.867534450455582,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,8.368693183097793,0.3611111111111111,3948.8888888888887
1.0,0,4.2626798770413155,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,8.029107054619736,0.14791666666666667,2921.0833333333335
1.0,1,4.867534450455582,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,8.592486175451668,0.3611111111111111,5029.888888888889
1.0,1,4.852030263919617,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,8.671286726753637,0.35555555555555557,5477.444444444444
1.0,1,5.69035945432406,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,9.227492430793749,0.8222222222222222,9350.777777777777
1.0,1,5.049856007249537,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,8.699514748210191,0.43333333333333335,5566.666666666667
1.0,1,4.852030263919617,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,8.877242435993919,0.35555555555555557,6811.444444444444
1.0,0,4.605170185988092,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,8.42639282708974,0.2777777777777778,4288.222222222223
1.0,1,4.727387818712341,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,8.207129168071326,0.6277777777777778,3039.222222222222
1.0,1,4.882801922586371,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,8.28045768658256,0.36666666666666664,3579.3333333333335
0.0,0,4.852030263919617,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,8.72355674269043,0.35555555555555557,5790.444444444444
1.0,1,4.912654885736052,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,8.465899897028686,0.37777777777777777,4372.222222222223
1.0,1,4.8283137373023015,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,8.610319169405722,0.3472222222222222,5140.777777777777
1.0,1,5.220355825078324,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,9.123365357961776,0.5138888888888888,8653.111111111111
1.0,1,5.616771097666572,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,9.159468041602427,0.7638888888888888,8740.111111111111
1.0,1,4.787491742782046,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,8.454892165218858,0.3333333333333333,4364.666666666667
1.0,1,4.727387818712341,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,8.193676665955241,0.6277777777777778,2990.222222222222
1.0,1,4.727387818712341,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,8.411832675758411,0.3138888888888889,4186.111111111111
1.0,1,4.90527477843843,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,8.23217423638394,0.375,3385.0
0.0,0,4.2626798770413155,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,8.064636475774222,0.19722222222222222,2982.777777777778
1.0,1,4.553876891600541,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,8.410053315858335,0.2638888888888889,4228.111111111111
1.0,1,4.6913478822291435,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,8.624791202014256,0.30277777777777776,5265.222222222223
0.0,0,4.634728988229636,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,8.101677747454572,0.2861111111111111,3013.8888888888887
0.0,0,3.8066624897703196,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,7.968665700466235,0.25,2639.0
1.0,0,4.174387269895637,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,7.9211727215870145,0.21666666666666667,2538.3333333333335
